station_id,distance_from_station,poi_name,category_names,address
12aac9e40a335ee43b231c94972a7a69,563,Post Office,"('Post Office',)",76 Huntingdon Square
12aac9e40a335ee43b231c94972a7a69,622,Physio Effect,"('Physical Therapy Clinic',)",100 Borron St
12aac9e40a335ee43b231c94972a7a69,634,The Loading Bay,"('Skate Park',)",100 Borron St
0a106cbc148d5a0c2535b51c1dbe3b4d,269,Celtic FC Supporters Association Social Club,"('Sports Bar',)",
0a106cbc148d5a0c2535b51c1dbe3b4d,495,Bains Newsagents,"('Newsagent',)",Burnhill Rd
a1829c3fd840369355ada2949567d15a,154,Topolabamba,"('Mexican Restaurant', 'Tapas Restaurant')",89 St Vincent St
a1829c3fd840369355ada2949567d15a,179,Riverhill Coffee Bar,"('Coffee Shop', 'Sandwich Spot')",24 Gordon St
a1829c3fd840369355ada2949567d15a,178,Tantrum Doughnuts,"('Fast Food Restaurant',)",28 Gordon St
a1829c3fd840369355ada2949567d15a,180,Chaakoo Bombay Cafe,"('Café', 'Indian Restaurant')",79 St Vincent St
d9eacbf78518d186400386d90f0cf49c,243,Cafe Circa,"('Café', 'Coffee Shop', 'Fast Food Restaurant')",322 Crow Rd
d9eacbf78518d186400386d90f0cf49c,95,Clarence Drive Post Office,"('Post Office',)",
d9eacbf78518d186400386d90f0cf49c,264,Co-op Food,"('Grocery Store',)",14 Norby Rd
d9eacbf78518d186400386d90f0cf49c,280,Boots Pharmacy,"('Health and Medicine', 'Drugstore')",26 Norby Rd
f6210447e1724487afe0ce63b011aecd,431,Knightswood Park,"('Park',)",Chaplet Ave
f6210447e1724487afe0ce63b011aecd,640,Co-op Food - Alderman Road,"('Grocery Store',)",269 Alderman Rd
f6210447e1724487afe0ce63b011aecd,544,Knightswood Golf Course,"('Golf Course',)",Lincoln Ave
f6210447e1724487afe0ce63b011aecd,575,Freddies Food Club,"('Fast Food Restaurant',)",2139 Great Western Rd
f6210447e1724487afe0ce63b011aecd,575,Guitar Glasgow - Harry Clapham,"('Music School',)",434 Dyke Rd
f6210447e1724487afe0ce63b011aecd,617,Alderman Road Shops,"('Drugstore',)",
f6210447e1724487afe0ce63b011aecd,625,St margarets church,"('Church',)",Knightswood cross
f6210447e1724487afe0ce63b011aecd,639,Costa Express,"('Coffee Shop',)",269 Alderman Rd
f6210447e1724487afe0ce63b011aecd,641,Well Pharmacy,"('Drugstore',)",263 Alderman Rd
f6210447e1724487afe0ce63b011aecd,647,Mathieson Fish Van,"('Fish Market',)",Dunterlie Ave
3860eb7809fcced150d10d78ca2a165c,29,M&S Simply Food,"('Grocery Store',)",1345 Govan Rd
3860eb7809fcced150d10d78ca2a165c,36,Camden Food Co,"('Café',)",
3860eb7809fcced150d10d78ca2a165c,98,WHSmith,"('Bookstore',)",Queen Elizabeth University Hospital
3860eb7809fcced150d10d78ca2a165c,94,Whiteskate,"('Board Store',)",Maritime House 143 Woodville St
3860eb7809fcced150d10d78ca2a165c,159,Queen Elizabeth University Hospital,"('Hospital',)",1345 Govan Rd
3860eb7809fcced150d10d78ca2a165c,235,Southern General Hospital,"('Hospital',)",1345 Govan Rd
3860eb7809fcced150d10d78ca2a165c,493,Lidl,"('Grocery Store',)",19 Moss Rd
3860eb7809fcced150d10d78ca2a165c,448,Motus Commercials Glasgow,"('Car Dealership',)",131 Bogmoor Rd Govan
3860eb7809fcced150d10d78ca2a165c,641,Glasgow Centre For Reproductive Medicine,"('Healthcare Clinic',)",21 Fifty Pitches Way
3860eb7809fcced150d10d78ca2a165c,681,J K Electrical,"('Electrician',)","17 Fulbar Rd, Cardonald"
ed8440d874a0b4205ddbcc0bc56f3d49,666,Certified Professional Never Binge Again Master Coach,"('Alternative Medicine Clinic',)",45 Auckland Wynd
